session_name,day,trial,camera,phase,ID,treatment,information,duration_s,total_time_moving,prop_time_moving,latency_to_moving,mean_velocity_cm,reaction_time_ind1,reaction_distance_from_dems,reaction_time_ind2,reaction_time_ind3,reaction_time_ind4,reaction_time_demonstrators,prop_time_moving_ind2,prop_time_moving_ind3,prop_time_moving_ind4,prop_time_moving_demonstrators,latency_to_moving_ind2,latency_to_moving_ind3,latency_to_moving_ind4,latency_to_moving_demonstrators,total_time_near_edge,prop_time_near_edge,mean_dist_to_edge_cm,total_time_near_demonstrator,prop_time_near_demonstrator,mean_dist_to_top_cm,recovery_time,returned_to_baseline,recovery_similarity_before,recovery_similarity_after,baseline_velocity_mean,baseline_velocity_sd,baseline_prop_moving_mean,baseline_prop_moving_sd,recovery_time_ind2,returned_to_baseline_ind2,baseline_prop_moving_sd_ind2,recovery_time_ind3,returned_to_baseline_ind3,baseline_prop_moving_sd_ind3,recovery_time_ind4,returned_to_baseline_ind4,baseline_prop_moving_sd_ind4,recovery_time_demonstrators,time_near_edge_pre_recovery,time_near_demonstrator_pre_recovery,time_moving_pre_recovery,mean_dist_to_edge_pre_recovery,mean_dist_to_demonstrator_pre_recovery,weight,demonstrator_id,duration_m
d1-t2-TZ4-t-1TX3-i,1,2,4,trial,1TX3-i,TX,IB,5401,36.78333333333333,0.4086280318459545,23.2,0.4567541190883195,8,0.39303703763096554,0,0,13,4.333333333333334,0.35697093130901686,0.32808739122384745,0.3712275504536197,0.3520952909954947,16.916666666666668,25.216666666666665,24.733333333333334,22.288888888888888,80.4,0.8931679318644695,1.5567149423180329,59.05,0.655989631549713,3.3059119312882346,44.233333333333334,TRUE,0.8143707979015031,0.8148397299933856,0.6017499851050698,0.7684688437024617,0.6588888888888855,0.4743462087906816,26.2,TRUE,0.4912722379858216,44.38333333333333,TRUE,0.49652730511648746,64.48333333333333,TRUE,0.3238376817910807,45.022222222222226,38.733333333333334,31.05,10.383333333333333,1.4013566411090987,2.874917513310639,0.2609,45,90.01666666666667
d1-t2-TZ5-b-1TZ1-d,1,2,5,baseline,1TZ1-d,TZ,IA,1200,12.5,0.625,0,0.6164306287681168,0,0.4184882468611773,13,276,6,98.33333333333334,0.7075,0.7433333333333333,0.6316666666666667,0.6941666666666667,0.4,0,0,0.13333333333333333,19.116666666666667,0.9558333333333333,0.8912284953697044,18.65,0.9325,1.1659536708704885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1249,19,20
d1-t2-TZ5-b-1TZ2-d,1,2,5,baseline,1TZ2-d,TZ,IA,1200,11.983333333333333,0.5991666666666666,0,0.5648092239954552,14,0.7439333528838112,30,292,280,200.66666666666666,0.7708333333333334,0.975,0.985,0.9102777777777777,0,0,0,0,18.35,0.9175,1.4905230843345432,10.25,0.5125,3.5652023046384653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1691,43,20
d1-t2-TZ5-t-1TZ1-d,1,2,5,trial,1TZ1-d,TZ,IA,5393,20.666666666666668,0.22992768403486,31.75,0.1942538021049327,9,6.889304261555148,0,0,2,0.6666666666666667,0.3078064157240868,0.21861672538475801,0.25903949564249956,0.2618208789171148,6.8,46.6,6.033333333333333,19.811111111111114,74.71666666666667,0.8312627480066753,1.7000676883327928,54.56666666666667,0.6070832560726868,3.204780787334043,87.73333333333333,TRUE,0.8150581781594766,0.9846966532503584,0.5386212402817566,0.7663141328909868,0.593333333333333,0.49148477684786535,87.73333333333333,TRUE,0.4704741650008664,87.73333333333333,TRUE,0.46800882263534394,87.73333333333333,TRUE,0.48366596407065804,87.73333333333333,71.43333333333334,51.28333333333333,18.516666666666666,1.736108862824862,3.289653889071633,0.1249,19,89.88333333333334
d1-t2-TZ5-t-1TZ2-d,1,2,5,trial,1TZ2-d,TZ,IA,5401,19.516666666666666,0.21681170153675244,37.3,0.3505998952874631,0,3.1433477407003334,0,0,14,4.666666666666666,0.48824291797815217,0.45269394556563597,0.39363080910942416,0.4448558908844041,2.3666666666666667,21.933333333333334,0,8.1,87.61666666666666,0.9733382706906129,1.3637686588245403,58.43333333333333,0.6491390483243844,2.7587760552659493,70.95,TRUE,0.803738734658753,0.8382959627923642,0.6473598500062481,0.7680624841034888,0.6166666666666659,0.4864687403858907,68.91666666666667,TRUE,0.36473519666745996,NA,FALSE,0.15451032206384868,NA,FALSE,0.08789691831157363,68.91666666666667,67.93333333333334,43.416666666666664,8.2,1.3704465462388393,2.4652720097242806,0.1691,43,90.01666666666667
d1-t2-TZ6-b-1TX2-i,1,2,6,baseline,1TX2-i,TX,IB,1200,14.483333333333333,0.7241666666666666,0,1.0009662848458745,75,11.301917716118059,73,77,0,50,0.865,0.785,0.8283333333333334,0.8261111111111111,0,0,0,0,16.983333333333334,0.8491666666666666,1.7815592124072521,9.75,0.4875,5.917561215202431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1326,21,20
d1-t2-TZ6-t-1TX2-i,1,2,6,trial,1TX2-i,TX,IB,5401,54.81666666666667,0.6089613034623218,0,0.8470302266480512,8,6.445377859123133,13,12,3,9.333333333333334,0.8318829846324755,0.6802443991853361,0.7043140159229773,0.7388137999135963,0,6.65,6.5,4.383333333333334,82.6,0.9176078503980745,1.4236057500114512,56.2,0.6243288279948158,4.300829932975648,71.36666666666666,TRUE,0.7252237877234612,0.8213876106435589,1.0490813106700763,1.27811517330363,0.7855555555555559,0.41066459365102254,8.683333333333334,TRUE,0.29717909109892576,17.35,TRUE,0.3668098955096813,84.5,TRUE,0.25528888301902763,36.84444444444444,65.16666666666667,46.53333333333333,40.6,1.351120523168051,4.0126090219313415,0.1326,21,90.01666666666667
d1-t2-TZ7-b-1TZ2-d,1,2,7,baseline,1TZ2-d,TZ,IA,1200,9.666666666666666,0.48333333333333334,3.9166666666666665,0.5492391891104106,0,0.6059387700046965,0,0,0,0,0.6283333333333333,0.835,0.6783333333333333,0.7138888888888889,1.35,0,3.1333333333333333,1.4944444444444445,18.116666666666667,0.9058333333333334,1.3858357226879958,17.6,0.88,1.511609121376254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1175,7,20
d1-t2-TZ7-t-1TZ2-d,1,2,7,trial,1TZ2-d,TZ,IA,5401,16.083333333333332,0.17867061655249028,25.366666666666667,0.18404487880149448,0,1.1724728263988686,3,0,2,1.6666666666666667,0.17311608961303462,0.1170153675245325,0.3290131457137567,0.20638153428377462,29.25,49.71666666666667,7.3,28.755555555555553,82.8,0.9198296611738567,1.3510082922425162,81.71666666666667,0.9077948528050361,1.413786655145585,87.25,TRUE,0.7448173215668628,0.9400741688572963,0.678309352370075,0.9739502289704071,0.604444444444446,0.4892415667050508,87.96666666666667,TRUE,0.48395846446585117,87.61666666666666,TRUE,0.3327841230062352,84.11666666666666,TRUE,0.39599246942624416,86.56666666666666,79.01666666666667,77.93333333333334,13.35,1.3501653006074688,1.415239180705493,0.1175,7,90.01666666666667
d1-t2-TZ8-b-1TY1-d,1,2,8,baseline,1TY1-d,TY,IA,1200,16.233333333333334,0.8116666666666666,0,1.2418775909446564,146,1.0138143977977698,270,260,131,220.33333333333334,0.7408333333333333,0.8616666666666667,0.7883333333333333,0.7969444444444445,0,0,0,0,17.033333333333335,0.8516666666666667,1.796250731619148,16.45,0.8225,2.082306264755382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187,47,20
d1-t2-TZ8-b-1TY3-d,1,2,8,baseline,1TY3-d,TY,IA,1200,13.55,0.6775,0.3,0.9657641981498989,0,0.4777944802243331,1,0,0,0.33333333333333337,0.765,0.7858333333333334,0.8916666666666667,0.8141666666666667,0.16666666666666666,0.3333333333333333,0,0.16666666666666666,16.583333333333332,0.8291666666666667,1.666928958321671,13.466666666666667,0.6733333333333333,3.6903400454206454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1312,23,20
d1-t2-TZ8-t-1TY1-d,1,2,8,trial,1TY1-d,TY,IA,5401,36.483333333333334,0.40529531568228105,28.016666666666666,0.4867230263020524,9,0.939063441173998,17,18,4,13,0.4423254952786521,0.43380855397148677,0.4734308461396038,0.44985496512991424,0,0,28.433333333333334,9.47777777777778,83.86666666666666,0.9316793186446954,1.37139303339399,76.5,0.8498426217367154,2.2841604600416257,NA,FALSE,NA,NA,1.2316869762295604,1.4766459555362696,0.7955555555555578,0.40351930981692957,88.38333333333334,TRUE,0.45217096331245604,NA,FALSE,0.3494721198832678,68.5,TRUE,0.4224847780864352,78.44166666666666,83.86666666666666,76.5,36.483333333333334,1.37139303339399,2.2841604600416257,0.187,47,90.01666666666667
d1-t2-TZ8-t-1TY3-d,1,2,8,trial,1TY3-d,TY,IA,5401,18.933333333333334,0.21033142010738753,29.716666666666665,0.3095005121132624,2,0.9269765328266588,0,5,2,2.3333333333333335,0.14293649324199223,0.2664321421958897,0.2269950009257545,0.21212121212121213,44.233333333333334,33.95,35.6,37.92777777777778,82.41666666666667,0.915571190520274,1.285878729737233,72.83333333333333,0.8091094241807073,2.7260179131299025,88.68333333333334,TRUE,0.6067795359569124,0.9561033499517793,0.9134260315592903,1.121416976546512,0.6622222222222219,0.47321534717335084,NA,FALSE,0.425272274231763,NA,FALSE,0.42388664904332324,NA,FALSE,0.29566764252909367,NA,80.55,71.68333333333334,17.733333333333334,1.290412890561563,2.7246606931170363,0.1312,23,90.01666666666667
d1-t2-TZ9-b-1TZ3-i,1,2,9,baseline,1TZ3-i,TZ,IB,1200,18.25,0.9125,0,1.2584089167148884,273,1.2711877689881352,36,0,276,104,0.5675,0.5966666666666667,0.9908333333333333,0.7183333333333334,0,0,0,0,19.566666666666666,0.9783333333333334,0.8427246000644467,19.5,0.975,0.8638523629839652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1697,49,20
d1-t2-TZ9-t-1TZ3-i,1,2,9,trial,1TZ3-i,TZ,IB,5401,65.51666666666667,0.7278281799666728,0.6333333333333333,0.8227979991075546,3,2.3161782365396806,2,1,0,1,0.5237918903906684,0.7113497500462878,0.6569153860396223,0.6306856754921928,3.85,1,0.7333333333333333,1.8611111111111112,83.08333333333333,0.9229772264395483,1.1781508413737452,78.63333333333334,0.8735419366783929,2.0515532733338495,68.88333333333334,TRUE,0.49060506842779295,0.8587305933202727,1.31895912021178,1.195665270655845,0.913333333333333,0.2815024049709902,65.9,TRUE,0.4996797887019004,17.683333333333334,TRUE,0.49309156408295246,NA,FALSE,0,41.791666666666664,61.5,57.05,44.56666666666667,1.3204713438817626,2.4738098339564423,0.1697,49,90.01666666666667
d2-t1-TZ1-b-2TX3-i,2,1,1,baseline,2TX3-i,TX,IB,1200,15.033333333333333,0.7516666666666667,1.2166666666666666,2.7359587502939573,0,0.6182212999648389,0,0,8,2.666666666666667,0.6725,0.3308333333333333,0.6216666666666667,0.5416666666666666,1.3166666666666667,7.25,4.95,4.5055555555555555,19.816666666666666,0.9908333333333333,0.8590451066660979,19.816666666666666,0.9908333333333333,0.8590451066660979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1633,40,20
d2-t1-TZ1-t-2TX3-i,2,1,1,trial,2TX3-i,TX,IB,5401,42.06666666666667,0.4673208665062026,41.7,1.8001364409209626,0,0.7508176962916758,0,0,0,0,0.5313830772079244,0.5330494352897611,0.2901314571375671,0.45152132321175087,21.116666666666667,29.416666666666668,41.833333333333336,30.788888888888888,89.43333333333334,0.993519718570635,1.0309842889639629,88.86666666666666,0.987224588039252,1.0979688574122586,47.583333333333336,TRUE,0.663851179106394,0.8303674049489715,3.5712637134834395,2.6846583235117576,0.9511111111111116,0.21575562147198674,47.38333333333333,TRUE,0.42248477808643553,46.516666666666666,TRUE,0.49365145221339923,79.31666666666666,TRUE,0.41597086879738526,57.738888888888894,47.31666666666667,47.31666666666667,4.6,1.1337411969619025,1.1337411969619025,0.1633,40,90.01666666666667
d2-t1-TZ10-b-2TX3-i,2,1,10,baseline,2TX3-i,TX,IB,1201,8.15,0.4071606994171524,10.583333333333334,0.7935797016510103,12,0.4636278709644257,0,0,0,0,0.4562864279766861,0.2722731057452123,0.5120732722731057,0.4135442686650014,10.816666666666666,13.083333333333334,1.35,8.416666666666666,19.95,0.9966694421315571,0.7847607167794892,19.95,0.9966694421315571,0.784901651503621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1696,4,20.016666666666666
d2-t1-TZ10-t-2TX3-i,2,1,10,trial,2TX3-i,TX,IB,5401,52.36666666666667,0.5817441214589891,17.55,1.4422540984488492,0,1.793857200847139,0,0,0,0,0.6459914830586928,0.6334012219959266,0.5556378448435475,0.6116768499660556,26.166666666666668,11.333333333333334,28.75,22.083333333333332,83.8,0.930938715052768,1.5874544218425424,79.6,0.8842806887613405,2.1995784675401904,18.966666666666665,TRUE,0.761874367471433,0.8765015136972849,0.9935135436232877,1.1932251814026278,0.5116537180910103,0.5001417976268114,29.566666666666666,TRUE,0.49508012873512197,29.566666666666666,TRUE,0.47741420009145014,29.583333333333332,TRUE,0.47801089828933097,29.57222222222222,16.516666666666666,16.4,1.0166666666666666,2.1750627024492686,2.364360470152802,0.1696,4,90.01666666666667
d2-t1-TZ2-b-2TZ2-d,2,1,2,baseline,2TZ2-d,TZ,IA,1200,7.666666666666667,0.38333333333333336,0,0.5872987209824255,53,0.6372076598849542,362,25,24,137,0.4891666666666667,0.42083333333333334,0.42833333333333334,0.4461111111111111,0,0,0,0,12.566666666666666,0.6283333333333333,2.3320367465764735,12.1,0.605,2.5954686275068126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1368,38,20
d2-t1-TZ2-b-2TY2-i,2,1,2,baseline,2TY2-i,TY,IB,1200,9.85,0.4925,0,0.526680473881643,49,1.5994265500258678,0,0,13,4.333333333333334,0.8608333333333333,0.4683333333333333,0.46,0.5963888888888889,0,1.5833333333333333,0.03333333333333333,0.538888888888889,16.966666666666665,0.8483333333333334,1.9956092029764565,16.25,0.8125,2.3214969278206348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1488,12,20
d2-t1-TZ2-t-2TZ2-d,2,1,2,trial,2TZ2-d,TZ,IA,5401,34.1,0.3788187372708758,37.46666666666667,0.4668912278181062,0,1.6057228314937628,0,0,0,0,0.4378818737270876,0.5802629142751342,0.49842621736715426,0.5055236684564587,7.933333333333334,6.616666666666666,7.35,7.3,80.65,0.8959451953341974,1.6266778022514277,69.1,0.7676356230327717,2.9313908002310196,39.56666666666667,TRUE,0.9330898918667163,0.9519513241344163,0.3118946174807067,0.7496206699234179,0.21222222222222126,0.409108686282681,9.033333333333333,TRUE,0.4663050137394898,8.116666666666667,TRUE,0.43703674027139516,8.65,TRUE,0.4338934231551238,8.6,35.416666666666664,35.333333333333336,1.0333333333333334,1.8543067043961718,1.856226180188086,0.1368,38,90.01666666666667
d2-t1-TZ2-t-2TY2-i,2,1,2,trial,2TY2-i,TY,IB,5401,74.01666666666667,0.822255137937419,3.15,0.8862600787641544,10,1.813372730491921,9,11,1,7,0.8418811331234957,0.5395297167191261,0.4889835215700796,0.6234647904709004,5.95,8.066666666666666,6.416666666666667,6.811111111111112,60.766666666666666,0.6750601740418442,2.6492992396510524,49.21666666666667,0.5467506017404185,4.3503317596835425,5.666666666666667,TRUE,0.9154176954218375,0.9510431392644436,0.6124032192524679,1.0637451060264023,0.5644444444444432,0.4961052112907894,16.066666666666666,TRUE,0.3401236443371066,10.016666666666667,TRUE,0.4916947102099506,7.65,TRUE,0.49763302120622976,11.244444444444444,3.65,3.65,1.1,2.2847890543941367,2.2847890543941367,0.1488,12,90.01666666666667
d2-t1-TZ3-b-2TZ2-d,2,1,3,baseline,2TZ2-d,TZ,IA,1200,4.183333333333334,0.20916666666666667,3.0166666666666666,0.38877460533625524,0,3.87695120948784,0,2,0,0.6666666666666667,0.37416666666666665,0.37416666666666665,0.3466666666666667,0.365,0.26666666666666666,0.26666666666666666,0,0.17777777777777776,18.983333333333334,0.9491666666666667,1.4871292555314521,5.433333333333334,0.27166666666666667,8.758739293947814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1758,2,20
d2-t1-TZ3-b-2TX3-d,2,1,3,baseline,2TX3-d,TX,IA,1200,10.583333333333334,0.5291666666666667,0,0.5256175844929735,0,12.262040942549206,60,77,0,45.666666666666664,0.4716666666666667,0.7825,0.6116666666666667,0.6219444444444444,0,0,0.3333333333333333,0.1111111111111111,18,0.9,1.8645260996829702,9.7,0.485,5.477688669678699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1765,22,20
d2-t1-TZ3-t-2TZ2-d,2,1,3,trial,2TZ2-d,TZ,IA,5401,32.983333333333334,0.3664136271060915,30.883333333333333,0.4376654848048474,0,1.1508963404062544,0,4,0,1.3333333333333335,0.3778929827809665,0.35826698759488984,0.3856693204962044,0.37394309695735356,18.233333333333334,30.6,30.95,26.594444444444445,84.18333333333334,0.9351971857063507,1.4886915038434423,67.93333333333334,0.7546750601740418,3.164347350220759,5.266666666666667,TRUE,0.8204343412166321,0.9090392504413447,0.36413076631383984,1.1050117632387149,0.12666666666666784,0.3327841230062352,18.616666666666667,TRUE,0.3959924694262407,30.333333333333332,TRUE,0.40351930981692913,5.666666666666667,TRUE,0.3993861932463743,18.205555555555556,5.1,5.1,0,1.1586448156493219,1.1586448156493219,0.1758,2,90.01666666666667
d2-t1-TZ3-t-2TX3-d,2,1,3,trial,2TX3-d,TX,IA,5401,15.983333333333333,0.17755971116459915,58.916666666666664,0.32279042473821873,0,0.782246505831021,0,0,0,0,0.35363821514534344,0.4858359563043881,0.7144973153119792,0.517990495587237,11.183333333333334,21.05,14.95,15.727777777777778,87,0.9664876874652842,1.1817756539930346,62.75,0.6970931309016849,3.750642004790891,70.88333333333334,TRUE,0.7564938772765499,0.8727462847807627,0.5531501549314733,1.299322377544914,0.5288888888888894,0.49944227948051373,17.05,TRUE,0.48863671979608647,49.766666666666666,TRUE,0.43260970354927597,17.85,TRUE,0.48802113413635495,28.22222222222222,70.38333333333334,56.516666666666666,4.333333333333333,0.9539540185870102,2.6981261955587854,0.1765,22,90.01666666666667
d2-t1-TZ4-b-2TZ1-i,2,1,4,baseline,2TZ1-i,TZ,IB,1200,13.05,0.6525,2.2,0.9008641744483441,0,0.5358454234100168,0,0,0,0,0.89,0.7408333333333333,0.715,0.7819444444444444,0,2.35,1.75,1.3666666666666667,18.2,0.91,1.2714506971088633,12.366666666666667,0.6183333333333333,3.6816157128329623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1579,32,20
d2-t1-TZ4-t-2TZ1-i,2,1,4,trial,2TZ1-i,TZ,IB,5401,33.03333333333333,0.366969079800037,29.783333333333335,0.4118673821908262,0,0.7288839889246341,0,0,0,0,0.4725050916496945,0.4832438437326421,0.47768931679318644,0.4778127507251744,14.233333333333333,15.2,15.616666666666667,15.016666666666667,83.31666666666666,0.9255693390112942,1.3515734106362576,69.1,0.7676356230327717,2.784915896092938,NA,FALSE,NA,NA,1.0452207237037614,1.5005788159452962,0.7533333333333331,0.43131070126228166,NA,FALSE,0.18804657080625403,52.56666666666667,TRUE,0.359435900207089,42.93333333333333,TRUE,0.42799541659737084,47.75,83.31666666666666,69.1,33.03333333333333,1.3515734106362576,2.784915896092938,0.1579,32,90.01666666666667
d2-t1-TZ6-b-2TY1-d,2,1,6,baseline,2TY1-d,TY,IA,1200,14.816666666666666,0.7408333333333333,0.6833333333333333,1.0516225652989466,0,3.823225723432828,24,21,16,20.333333333333332,0.9525,0.8875,0.8366666666666667,0.8922222222222222,0,0,0,0,16.216666666666665,0.8108333333333333,1.7604473019447924,11.616666666666667,0.5808333333333333,4.331699425933335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1617,6,20
d2-t1-TZ6-b-2TY2-d,2,1,6,baseline,2TY2-d,TY,IA,1200,5.183333333333334,0.25916666666666666,6.866666666666666,0.24541118604991835,0,0.40691675663749843,0,0,0,0,0.5675,0.6891666666666667,0.2758333333333333,0.5108333333333334,2.1666666666666665,1.6333333333333333,5.016666666666667,2.938888888888889,19.133333333333333,0.9566666666666667,0.9849914899025077,18.8,0.94,1.2272098898757497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1229,30,20
d2-t1-TZ6-t-2TY1-d,2,1,6,trial,2TY1-d,TY,IA,5401,15.8,0.17552305128679874,41.916666666666664,0.18797876384857803,0,2.3656825974167126,0,0,0,0,0.41566376596926496,0.3428994630623958,0.41936678392890203,0.39264333765352094,28.966666666666665,37.2,0.55,22.238888888888887,70.35,0.7815219403814109,2.504807700137269,26.95,0.29938900203665986,4.067542826440699,NA,FALSE,NA,NA,1.080032887535084,1.706571542134732,0.7655555555555555,0.4238866490433231,NA,FALSE,0.20120757674184875,NA,FALSE,0.33649042549769004,NA,FALSE,0.3797022166492958,NA,70.35,26.95,15.8,2.504807700137269,4.067542826440699,0.1617,6,90.01666666666667
d2-t1-TZ6-t-2TY2-d,2,1,6,trial,2TY2-d,TY,IA,5401,42.25,0.46935752638400297,32.13333333333333,0.4692015368527532,0,0.507391141588472,0,0,0,0,0.5049064987965192,0.5987780040733197,0.6202555082392149,0.5746466703696846,25.716666666666665,25.1,24.9,25.238888888888887,84.58333333333333,0.9396408072579152,1.3749306180519418,81.16666666666667,0.9016848731716349,1.921228965265272,10.616666666666667,TRUE,0.7448994675422544,0.8975166987712571,0.2848201023448355,0.48947305877894065,0.3066666666666676,0.4613661581914756,27.516666666666666,TRUE,0.48751435968190643,26.316666666666666,TRUE,0.4529787158018301,15.966666666666667,TRUE,0.45947636147915794,23.266666666666666,9.716666666666667,9.716666666666667,0.16666666666666666,0.6969136127497966,0.6969136127497966,0.1229,30,90.01666666666667
d2-t1-TZ7-b-2TZ1-d,2,1,7,baseline,2TZ1-d,TZ,IA,1200,0.7166666666666667,0.035833333333333335,15.283333333333333,0.1567799920132451,0,4.110661363459029,0,46,0,15.333333333333332,0.051666666666666666,0.08,0.04666666666666667,0.059444444444444446,NA,NA,4.666666666666667,4.666666666666667,4.516666666666667,0.22583333333333333,4.192095038282893,4.516666666666667,0.22583333333333333,4.192095038282893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1329,14,20
d2-t1-TZ7-t-2TZ1-d,2,1,7,trial,2TZ1-d,TZ,IA,5401,1.2333333333333334,0.013701166450657287,36.983333333333334,0.08625606751140878,0,1.7222365465980154,8,6,3,5.666666666666667,0.005924828735419367,0.009812997593038325,0.03573412331049806,0.017157316546318583,NA,64.58333333333333,28.716666666666665,46.65,57.516666666666666,0.6389557489353823,2.280267195279429,57.516666666666666,0.6389557489353823,2.284364240875441,36.016666666666666,TRUE,0.7850141888044019,0.8035885380468446,0.15286471470671872,0.206108365147828,0.0422222222222224,0.20120757674184855,NA,FALSE,0.2534059182161544,NA,FALSE,0.26082780855856913,29.166666666666668,TRUE,0.19606813643937437,29.166666666666668,8.966666666666667,8.966666666666667,0,3.2074395405505713,3.2074395405505713,0.1329,14,90.01666666666667
d2-t1-TZ8-b-2TX1-d,2,1,8,baseline,2TX1-d,TX,IA,1200,18.166666666666668,0.9083333333333333,0,1.0042047984796991,457,1.4599184260725881,229,165,434,276,0.9366666666666666,0.7675,0.9333333333333333,0.8791666666666667,0,0,0,0,14.4,0.72,2.2077211698545316,12.883333333333333,0.6441666666666667,3.5085859146865768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0923,10,20
d2-t1-TZ8-b-2TX2-d,2,1,8,baseline,2TX2-d,TX,IA,1200,3.1666666666666665,0.15833333333333333,13.716666666666667,0.21056621539864906,0,3.271924918543771,0,12,0,4,0.17916666666666667,0.4925,0.3233333333333333,0.33166666666666667,10.366666666666667,5.683333333333334,5.466666666666667,7.172222222222222,18.483333333333334,0.9241666666666667,1.9632097125489525,14.85,0.7425,2.892176493700474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1607,34,20
d2-t1-TZ8-t-2TX1-d,2,1,8,trial,2TX1-d,TX,IA,5401,62.88333333333333,0.6985743380855397,7,0.8455329043135167,0,0.46101133925111676,0,3,3,2,0.5963710423995556,0.6665432327346787,0.684132568042955,0.6490156143923964,22.883333333333333,23.066666666666666,22.65,22.866666666666667,78.58333333333333,0.8729864839844473,1.4225051209877466,72.86666666666666,0.809479725976671,2.2352962067560647,23.083333333333332,TRUE,0.7082344993686454,0.8941704849505472,1.0246835998271877,0.8627603949008436,0.8777777777777773,0.32772440800695096,28.1,TRUE,0.2589994342819106,24.583333333333332,TRUE,0.4266418119382834,24.083333333333332,TRUE,0.28474153314811496,25.58888888888889,20.633333333333333,19.9,4.016666666666667,0.9856076927991149,1.358249034407126,0.0923,10,90.01666666666667
d2-t1-TZ8-t-2TX2-d,2,1,8,trial,2TX2-d,TX,IA,5401,21.966666666666665,0.24402888354008517,21.366666666666667,0.32255636083245753,0,1.7762305655776838,0,0,0,0,0.5471209035363821,0.39455656359933344,0.37067209775967414,0.4374498549651299,15.733333333333333,18.35,22.166666666666668,18.75,85.73333333333333,0.9524162192186633,1.6349638057431122,67.4,0.7487502314386225,2.513226433825142,22.133333333333333,TRUE,0.898472804783481,0.916708563869655,0.23790734552628207,0.8370136124662844,0.21111111111111222,0.40832396907985263,16.233333333333334,TRUE,0.41522591099578565,27.633333333333333,TRUE,0.4802668890948544,22.7,TRUE,0.4975573062425415,22.188888888888886,21.533333333333335,21.533333333333335,0.31666666666666665,2.2745812767550624,2.2745812767550624,0.1607,34,90.01666666666667
d2-t1-TZ9-b-2TY3-i,2,1,9,baseline,2TY3-i,TY,IB,1200,19.616666666666667,0.9808333333333333,0,0.9171896923005307,333,0.9297777808543626,109,37,26,57.333333333333336,0.9966666666666667,0.9525,0.9216666666666666,0.9569444444444445,0,0,0,0,9.383333333333333,0.4691666666666667,3.616322907425324,7.233333333333333,0.3616666666666667,5.734335168411868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1256,36,20
