session_name,day,trial,camera,phase,ID,treatment,information,duration_s,total_time_moving,prop_time_moving,latency_to_moving,mean_velocity_cm,reaction_time_ind1,reaction_distance_from_dems,reaction_time_ind2,reaction_time_ind3,reaction_time_ind4,reaction_time_demonstrators,prop_time_moving_ind2,prop_time_moving_ind3,prop_time_moving_ind4,prop_time_moving_demonstrators,latency_to_moving_ind2,latency_to_moving_ind3,latency_to_moving_ind4,latency_to_moving_demonstrators,total_time_near_edge,prop_time_near_edge,mean_dist_to_edge_cm,total_time_near_demonstrator,prop_time_near_demonstrator,mean_dist_to_top_cm,recovery_time,returned_to_baseline,recovery_similarity_before,recovery_similarity_after,baseline_velocity_mean,baseline_velocity_sd,baseline_prop_moving_mean,baseline_prop_moving_sd,recovery_time_ind2,returned_to_baseline_ind2,baseline_prop_moving_sd_ind2,recovery_time_ind3,returned_to_baseline_ind3,baseline_prop_moving_sd_ind3,recovery_time_ind4,returned_to_baseline_ind4,baseline_prop_moving_sd_ind4,recovery_time_demonstrators,time_near_edge_pre_recovery,time_near_demonstrator_pre_recovery,time_moving_pre_recovery,mean_dist_to_edge_pre_recovery,mean_dist_to_demonstrator_pre_recovery,weight,demonstrator_id,duration_m
d1-t1-TZ3-t-1TZ1-i,1,1,3,trial,1TZ1-i,TZ,IB,5401,41.05,0.4560266617293094,31.066666666666666,0.5380295217158104,0,0.5495158276559649,0,0,0,0,0.533234586187743,0.5574893538233661,0.5537863358637289,0.5481700919582794,5.433333333333334,11.816666666666666,13.783333333333333,10.344444444444443,59.416666666666664,0.6600629513053138,2.398363720394151,53.266666666666666,0.5917422699500092,3.2142289306302554,34.55,TRUE,0.7393698299303025,0.8255377199522262,0.6640688666404867,0.7710707799930305,0.7322222222222234,0.4430473344364368,84.88333333333334,TRUE,0,50.65,TRUE,0.24958252127843,54.45,TRUE,0.2552888830190281,63.327777777777776,20.283333333333335,20.283333333333335,2.933333333333333,2.316684012336569,2.3828409744578196,0.1639,1,90.01666666666667
d1-t1-TZ3-t-1TX3-d,1,1,3,trial,1TX3-d,TX,IA,5009,53.55,0.6414453982830904,23.5,1.131916528748514,2,5.465676944785645,0,18,16,11.333333333333334,0.3613495707726093,0.6112996606109004,0.4773407865841485,0.4833300059892194,24.7,23.9,30.066666666666666,26.22222222222222,62.833333333333336,0.752645238570573,2.2146760192779364,58.266666666666666,0.6979437013375923,2.9443216444430123,35.8,TRUE,0.7601575968258265,0.8460400390659749,1.8233015715889829,1.440165517563962,0.9433333333333325,0.23133312924267402,80.51666666666667,TRUE,0.31717608265477537,35.833333333333336,TRUE,0.45192976683499153,60.75,TRUE,0.22918878613714253,59.03333333333333,17.933333333333334,15.55,10.016666666666667,3.435414072094285,4.561900542847032,0.1209,27,83.48333333333333
d1-t1-TZ4-b-1TZ3-d,1,1,4,baseline,1TZ3-d,TZ,IA,1200,0.7166666666666667,0.035833333333333335,6.133333333333334,0.13084949158363746,0,0.3660242816450711,0,0,0,0,0.365,0.16916666666666666,0.3433333333333333,0.2925,2.15,5.466666666666667,1.95,3.188888888888889,20,1,0.633321519420071,19.933333333333334,0.9966666666666667,0.6536774339480524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1446,31,20
d1-t1-TZ4-t-1TZ3-d,1,1,4,trial,1TZ3-d,TZ,IA,5401,0,0,NA,0.11970072074547858,0,0.5634196488516944,0,3,0,1,0.033697463432697645,0.10405480466580264,0.061470098129975934,0.06640745540949207,76.3,74.91666666666667,70.23333333333333,73.81666666666666,90.01666666666667,1,0.6688543418177961,90.01666666666667,1,0.6688543418177961,7.5,TRUE,0.8669204723660198,0.8708651927369145,0.14619032344801688,0.4354051766437822,0.045555555555555544,0.2086351169819424,NA,FALSE,0.4775830054858608,77.01666666666667,TRUE,0.41066459365102237,90.01666666666667,TRUE,0.48058974811611604,83.51666666666667,5.433333333333334,5.433333333333334,0,0.5870331526046834,0.5870331526046834,0.1446,31,90.01666666666667
d1-t1-TZ5-b-1TY1-i,1,1,5,baseline,1TY1-i,TY,IB,1200,17.366666666666667,0.8683333333333333,0,0.6808455169307293,537,2.7520295117985083,159,71,0,76.66666666666667,0.8716666666666667,0.8041666666666667,0.46416666666666667,0.7133333333333334,0,0,0,0,12.616666666666667,0.6308333333333334,2.9174234812903834,6.766666666666667,0.3383333333333333,7.338431298696395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1398,29,20
d1-t1-TZ5-b-1TY3-i,1,1,5,baseline,1TY3-i,TY,IB,1200,13.2,0.66,1.45,0.8359155209848641,0,0.837645719926509,23,2,0,8.333333333333334,0.8258333333333333,0.6433333333333333,0.7425,0.7372222222222222,0,0.8,0.9,0.5666666666666667,16.416666666666668,0.8208333333333333,2.086019497087254,13.616666666666667,0.6808333333333333,3.326397436840778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1518,5,20
d1-t1-TZ5-t-1TY1-i,1,1,5,trial,1TY1-i,TY,IB,5401,62.13333333333333,0.6902425476763562,8.75,0.9161182126107289,0,5.6399501394124485,0,0,0,0,0.7363451212738382,0.47602295871134975,0.6730235141640437,0.6284638647164106,1.1,25.1,8.333333333333334,11.511111111111111,66.25,0.7359748194778745,2.206631465328567,43.13333333333333,0.4791705239770413,4.042986767644976,23.95,TRUE,0.7971099077932606,0.8708405596998294,0.6363663179150127,0.5026021217435465,0.8244444444444448,0.3806531215061461,27.366666666666667,TRUE,0.3718878606412857,43.233333333333334,TRUE,0.43826801508505137,24.066666666666666,TRUE,0.480589748116116,31.555555555555554,14.983333333333333,5.266666666666667,7.233333333333333,2.6402025456219445,4.656636197172602,0.1398,29,90.01666666666667
d1-t1-TZ5-t-1TY3-i,1,1,5,trial,1TY3-i,TY,IB,5401,46.96666666666667,0.521755230512868,18.933333333333334,0.4755534561516928,0,3.1388964728656905,0,0,0,0,0.7104239955563785,0.6408072579152009,0.5917422699500092,0.6476578411405295,1.75,19.133333333333333,18.066666666666666,12.983333333333333,68.01666666666667,0.7556008146639511,2.029576936583851,51.8,0.575448990927606,3.1091128404997903,20.983333333333334,TRUE,0.6444225472662866,0.8203826026134193,0.8580621550093045,1.2934094394487032,0.6733333333333339,0.4692549653114066,22.133333333333333,TRUE,0.415225910995789,21.116666666666667,TRUE,0.48827052724291276,21.5,TRUE,0.4388781329399517,21.583333333333332,9.733333333333333,1.35,0.65,2.8253221732305978,4.623671015401097,0.1518,5,90.01666666666667
d1-t1-TZ7-b-1TZ3-i,1,1,7,baseline,1TZ3-i,TZ,IB,1200,0.3,0.015,NA,0.1263210385998155,0,4.13664672964324,0,0,935,311.66666666666663,0.23416666666666666,0,0.005833333333333334,0.08,0.8666666666666667,NA,NA,0.8666666666666667,20,1,1.4784430832227502,14,0.7,2.286721404816419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242,13,20
d1-t1-TZ7-t-1TZ3-i,1,1,7,trial,1TZ3-i,TZ,IB,5401,16.183333333333334,0.1797815219403814,10.9,0.20076854254284787,0,1.1204212611616533,448,0,2027,825,0.002406961673764118,0.0029624143677096835,5.554526939455656e-4,0.001974942911806456,NA,NA,NA,NA,55.18333333333333,0.6130346232179226,2.515612530802733,49.05,0.5448990927605999,3.2880990977703424,5.266666666666667,TRUE,0.9152956772695731,0.9362375568861596,0.1216918708429987,0.0491260262548839,0.020000000000000073,0.14007784265266376,NA,FALSE,0.49380385982333114,11.666666666666666,TRUE,0,50.583333333333336,TRUE,0.1606696962294052,31.125,3.2,3.2,0,0.9118834943537042,0.9118834943537042,0.242,13,90.01666666666667
d1-t1-TZ8-b-1TX1-i,1,1,8,baseline,1TX1-i,TX,IB,1200,14.95,0.7475,0,0.6072363596023451,88,0.8821424924502609,0,32,NA,16,0.37166666666666665,0.5066666666666667,0,0.2927777777777778,0.95,0,NA,0.475,13.283333333333333,0.6641666666666667,2.5983295044747448,5.95,0.2975,7.099234398417797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1195,33,20
d1-t1-TZ8-b-1TX3-i,1,1,8,baseline,1TX3-i,TX,IB,1200,15.25,0.7625,0.9333333333333333,0.6541238651429577,0,3.3779013997870164,13,0,305,106,0.9758333333333333,0.9875,0.965,0.9761111111111112,0,0,0,0,7.466666666666667,0.37333333333333335,3.949941220179579,5.066666666666666,0.25333333333333335,5.940247742292016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1207,9,20
d1-t1-TZ8-t-1TX1-i,1,1,8,trial,1TX1-i,TX,IB,5401,41.7,0.46324754675060176,9.866666666666667,0.5719422401802993,0,2.8168291428611307,1,0,NA,0.5,0.492316237733753,0.31642288465099055,0,0.26957970746158116,4.583333333333333,25.266666666666666,NA,14.925,67.03333333333333,0.7446769116830216,2.4291204803017434,38.13333333333333,0.42362525458248473,6.024626620306842,78.05,TRUE,0.8255420382261218,0.8854651124005174,0.5508962369528002,0.7816227848850176,0.7444444444444435,0.4364155521676258,13.883333333333333,TRUE,0.4692549653114065,54.15,TRUE,0.4941881979914001,NA,FALSE,NA,34.016666666666666,58.18333333333333,35.86666666666667,32.95,2.4394123564463093,5.460074444504984,0.1195,33,90.01666666666667
d1-t1-TZ8-t-1TX3-i,1,1,8,trial,1TX3-i,TX,IB,5401,44.416666666666664,0.49342714312164415,21.6,0.49354000546874627,0,7.788808488378482,2,0,2,1.3333333333333333,0.6493241992223663,0.7754119607480097,0.6396963525273097,0.6881441708325619,18.466666666666665,1.3,19.983333333333334,13.25,71.21666666666667,0.7911497870764673,2.094396684807486,69.15,0.7681910757267173,2.5376923171095935,80.45,TRUE,0.6820050631666841,0.9517555821946754,0.7775493008404774,0.8590767588378343,0.8677777777777788,0.33892054573943137,80.31666666666666,TRUE,0.06655533900758195,83.7,TRUE,0,80.01666666666667,TRUE,0.21104117127542293,81.34444444444445,62,59.93333333333333,34.916666666666664,2.1591041680073086,2.6577318015143354,0.1207,9,90.01666666666667
d1-t1-TZ9-b-1TY2-d,1,1,9,baseline,1TY2-d,TY,IA,1200,6.533333333333333,0.32666666666666666,1.1333333333333333,0.4042796468288571,0,8.215095175345567,0,0,7,2.333333333333333,0.315,0.5041666666666667,0.5166666666666667,0.4452777777777778,0,0,0,0,12.15,0.6075,2.5875731828024406,8.45,0.4225,3.0868652521574615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1415,35,20
d1-t1-TZ9-t-1TY2-d,1,1,9,trial,1TY2-d,TY,IA,5401,6.2,0.06887613404925014,39.61666666666667,0.15049173568343208,0,4.811024701935501,178,176,272,208.66666666666666,0.13960377707831884,0.23384558415108314,0.19459359377892982,0.18934765166944392,46.416666666666664,42,44.833333333333336,44.416666666666664,20.55,0.22829105721162748,5.226762890000633,20.45,0.22718015182373635,5.2952719910944515,71.88333333333334,TRUE,0.7977343435554591,0.8079985283831329,0.3466887643153252,0.7591184733151181,0.2555555555555539,0.43641555216763245,47.166666666666664,TRUE,0.4313107012622863,69.43333333333334,TRUE,0.49788081370896575,64.41666666666667,TRUE,0.4965273051164903,60.33888888888889,13.883333333333333,13.883333333333333,2.6,5.580883942762668,5.649534086751036,0.1415,35,90.01666666666667
d1-t2-TZ1-b-1TY2-i,1,2,1,baseline,1TY2-i,TY,IB,1200,18.966666666666665,0.9483333333333334,0,1.8969177420525507,272,6.517194168711494,299,273,160,244,0.8733333333333333,0.9883333333333333,0.81,0.8905555555555555,0,0,0,0,14.566666666666666,0.7283333333333334,2.2220594811828756,11.383333333333333,0.5691666666666667,4.168279765773895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1123,53,20
d1-t2-TZ1-t-1TY2-i,1,2,1,trial,1TY2-i,TY,IB,5401,47.46666666666667,0.5273097574523237,19.15,0.6417635357272141,0,2.8930484624709147,17,6,28,17,0.535826698759489,0.5017589335308277,0.4006665432327347,0.4794173918410171,0,22.233333333333334,0,7.4111111111111105,63.28333333333333,0.7030179596371042,2.434145453621947,54.78333333333333,0.608591001666358,3.8223283815266758,NA,FALSE,NA,NA,1.9190661080810683,1.2034476266823413,0.9622222222222218,0.19076438814918698,NA,FALSE,0.37387659768350273,NA,FALSE,0.08142228461294201,NA,FALSE,0.38532434207717187,NA,63.28333333333333,54.78333333333333,47.46666666666667,2.434145453621947,3.8223283815266758,0.1123,53,90.01666666666667
d1-t2-TZ10-b-1TY2-i,1,2,10,baseline,1TY2-i,TY,IB,1198,16.516666666666666,0.827212020033389,0,0.7120571939648662,53,0.4724847976508157,64,272,50,128.66666666666666,0.5918196994991652,0.6552587646076795,0.7003338898163606,0.6491374513077351,0,0,0,0,14.9,0.7462437395659433,2.4054470536112618,11.433333333333334,0.5726210350584308,4.069502241633287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1202,17,19.966666666666665
d1-t2-TZ10-t-1TY2-i,1,2,10,trial,1TY2-i,TY,IB,5401,65.71666666666667,0.7300499907424551,0,0.5678990915561929,2,1.4056389787947965,2,3,0,1.6666666666666667,0.34623217922606925,0.3023514164043696,0.45195334197370857,0.36684564586804913,28.916666666666668,20.566666666666666,14.683333333333334,21.38888888888889,81.45,0.9048324384373264,1.4844596166114172,69.78333333333333,0.7752268098500278,2.9848110788175246,13.083333333333334,TRUE,0.8307757710489319,0.8732685135992675,0.6044458826232257,0.8624498755963952,0.8118040089086853,0.3910864116644672,29.95,TRUE,0.5002582450138754,64.85,TRUE,0.49503154982606307,30.1,TRUE,0.472832564485376,41.63333333333333,11.483333333333333,11.35,3.6166666666666667,1.348073263455209,1.4562156016178045,0.1202,17,90.01666666666667
d1-t2-TZ2-b-1TZ2-i,1,2,2,baseline,1TZ2-i,TZ,IB,1200,9.833333333333334,0.49166666666666664,0,0.7674289286917791,38,0.8446938571736805,0,209,275,161.33333333333334,0.7475,0.8691666666666666,0.955,0.8572222222222222,0,0,0,0,19.283333333333335,0.9641666666666666,0.9874847237914359,16.466666666666665,0.8233333333333334,2.770619108876954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1273,25,20
d1-t2-TZ2-b-1TX1-d,1,2,2,baseline,1TX1-d,TX,IA,1200,12.133333333333333,0.6066666666666667,0.26666666666666666,0.780662983224231,0,0.22971032074784498,18,272,0,96.66666666666666,0.5241666666666667,0.7091666666666666,0.6016666666666667,0.6116666666666667,0,0,2.533333333333333,0.8444444444444446,15.266666666666667,0.7633333333333333,2.5704478264204003,8.25,0.4125,7.755626048498143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1248,51,20
d1-t2-TZ2-t-1TZ2-i,1,2,2,trial,1TZ2-i,TZ,IB,5401,29.85,0.3316052582855027,27.533333333333335,0.4420810955493082,0,0.8160002515000285,7,11,9,9,0.31531197926309945,0.3997407887428254,0.4856508054064062,0.400234524470777,39.63333333333333,33.36666666666667,29.516666666666666,34.172222222222224,87.13333333333334,0.967968894649139,1.1230001508568626,76.16666666666667,0.8461396037770783,2.679186936188198,30.066666666666666,TRUE,0.8071041821366706,0.8180425958294314,0.7918164843845047,1.356130135116211,0.4455555555555538,0.4973033199324341,65.45,TRUE,0.43641555216763195,64.91666666666667,TRUE,0.31581516178502667,87.85,TRUE,0.17668796787792576,72.73888888888888,28.116666666666667,26.45,2.0166666666666666,1.058806509475084,1.7333039765902951,0.1273,25,90.01666666666667
d1-t2-TZ2-t-1TX1-d,1,2,2,trial,1TX1-d,TX,IA,5401,19.483333333333334,0.21644139974078874,0,0.2845996936187572,52,0.5439891259672185,3,8,7,6,0.16885761895945195,0.09442695797074616,0.13404925013886318,0.13244460902302044,20.65,24.266666666666666,25,23.305555555555554,85.23333333333333,0.9468616922792076,1.118790452951938,83.18333333333334,0.9240881318274393,1.3123810114940255,83.98333333333333,TRUE,0.8432413015259133,0.8735262769672524,0.8117319176709596,1.142792879839145,0.6344444444444454,0.48185337199692435,88.85,TRUE,0.499238079717258,88.33333333333333,TRUE,0.4792815349733434,84,TRUE,0.47166663063658026,87.06111111111112,79.16666666666667,77.78333333333333,14.6,1.0706315249460183,1.1590859226982704,0.1248,51,90.01666666666667
d1-t2-TZ3-b-1TY3-i,1,2,3,baseline,1TY3-i,TY,IB,1200,6.1,0.305,0.6666666666666666,0.4855587566886962,5,1.5218401391190335,26,234,55,105,0.46416666666666667,0.6508333333333334,0.5833333333333334,0.5661111111111111,0,0,0,0,17.6,0.88,1.661251796683238,15.3,0.765,3.524951388715949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2647,41,20
d1-t2-TZ3-b-1TX1-d,1,2,3,baseline,1TX1-d,TX,IA,1200,17.283333333333335,0.8641666666666666,0,0.8234262205913605,27,0.713725036677569,27,0,0,9,0.5283333333333333,0.5416666666666666,0.33416666666666667,0.46805555555555556,0,1.15,2.1,1.0833333333333333,15.316666666666666,0.7658333333333334,1.9366467786227513,10.716666666666667,0.5358333333333334,5.4777969047329265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104,15,20
d1-t2-TZ3-t-1TY3-i,1,2,3,trial,1TY3-i,TY,IB,5401,12.7,0.14108498426217367,22.466666666666665,0.3235419323697113,0,0.6298762405950667,0,0,0,0,0.5415663765969265,0.5143491945935937,0.6580262914275135,0.5713139542060113,19.783333333333335,19.7,5.133333333333334,14.872222222222224,86.06666666666666,0.9561192371783003,1.391084718949451,48.766666666666666,0.5417515274949084,5.290069377382988,7.35,TRUE,0.8426204298879276,0.856688571667138,0.3028386199751862,0.797722948568778,0.2044444444444421,0.40351930981692746,20.6,TRUE,0.4894777130683881,20.583333333333332,TRUE,0.4930915640829526,19.1,TRUE,0.4993086308951792,20.094444444444445,6.733333333333333,6.733333333333333,0.23333333333333334,0.7690912695449286,0.7690912695449286,0.2647,41,90.01666666666667
d1-t2-TZ3-t-1TX1-d,1,2,3,trial,1TX1-d,TX,IA,5401,0,0,NA,0.18865733351428565,0,0.9387744578698021,7,0,0,2.333333333333333,0.014812071838548418,0.004813923347528236,0.014256619144602852,0.011294204776893168,NA,NA,NA,NA,90.01666666666667,1,0.9277236778885297,90.01666666666667,1,0.9277236778885297,NA,FALSE,NA,NA,0.9235109854504999,0.7961902708686913,0.8733333333333324,0.33278412300623483,NA,FALSE,0.4984613428813893,NA,FALSE,0.499961684355667,NA,FALSE,0.46938255404637425,NA,90.01666666666667,90.01666666666667,0,0.9277236778885297,0.9277236778885297,0.104,15,90.01666666666667
d1-t2-TZ4-b-1TX3-i,1,2,4,baseline,1TX3-i,TX,IB,1200,14.166666666666666,0.7083333333333334,0,0.6867611221982215,77,7.041072587082084,109,60,272,147,0.44416666666666665,0.6183333333333333,0.8875,0.6499999999999999,0,0,0,0,17.95,0.8975,1.410372969367991,13.733333333333333,0.6866666666666666,3.6478139936356575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2609,45,20
